genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total
"['afropop', 'azontobeats', 'coupe-decale', 'makossa', 'zouglou']",https://api.spotify.com/v1/artists/0ipkUaXENFuJxWcCFfXXQ8,0ipkUaXENFuJxWcCFfXXQ8,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736de299a6b48d3f1a6ebddaf3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026de299a6b48d3f1a6ebddaf3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516de299a6b48d3f1a6ebddaf3', 'width': 64}]",DJ Arafat,46,artist,spotify:artist:0ipkUaXENFuJxWcCFfXXQ8,https://open.spotify.com/artist/0ipkUaXENFuJxWcCFfXXQ8,,49882
"['francoton', 'moroccan pop', 'pop urbaine', 'rai', 'rif']",https://api.spotify.com/v1/artists/4xTiWBThjZgo1uZn1WpZm3,4xTiWBThjZgo1uZn1WpZm3,"[{'height': 640, 'url': 'https://i.scdn.co/image/d2dc127c88a1f134d65f4af65560cd889a00ed6b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/686af7c9fd1eb9461a3ffe4fa169852e499071cc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e8a30a36d0a54cbbd2cf870e8ed2c0cc6b6fc8fb', 'width': 160}]",DJ Hamida,59,artist,spotify:artist:4xTiWBThjZgo1uZn1WpZm3,https://open.spotify.com/artist/4xTiWBThjZgo1uZn1WpZm3,,322694
"['deep rai', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rif']",https://api.spotify.com/v1/artists/1GQ4ihUi4W36nt5ZKmtMgh,1GQ4ihUi4W36nt5ZKmtMgh,"[{'height': 640, 'url': 'https://i.scdn.co/image/665202692f89bb4e744e22cdac5a11aa4538f631', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/9e26e72a945d2246085b29c2f3f61d26a7b0dcd5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cd4e0a5e70e5129e681fc9eb33d1254ae93f5efc', 'width': 160}]",DJ Kayz,61,artist,spotify:artist:1GQ4ihUi4W36nt5ZKmtMgh,https://open.spotify.com/artist/1GQ4ihUi4W36nt5ZKmtMgh,,250747
"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP,0QHgL1lAIqAw0HtD7YldmP,"[{'height': 640, 'url': 'https://i.scdn.co/image/be238576e467ed3683758b260e01c983bb638623', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/3f001023be363346653679bdeaa39c9fc099a777', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8211680f1451283af931de78bef4b475eb5659a6', 'width': 160}]",DJ Khaled,83,artist,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,,5857556
"['rap', 'trap', 'underground hip hop', 'vapor trap']",https://api.spotify.com/v1/artists/1m7LSAMIB1BErIHYSOn32W,1m7LSAMIB1BErIHYSOn32W,"[{'height': 640, 'url': 'https://i.scdn.co/image/d63c6be19f58dccd3db1a4f41baa49f38c81d724', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4db7a11bb0fce55908cfa7fb3d5ba477e3389b3d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f84ed57136d6892476a0193518c46a499e53c57f', 'width': 160}]",DJ Scheme,68,artist,spotify:artist:1m7LSAMIB1BErIHYSOn32W,https://open.spotify.com/artist/1m7LSAMIB1BErIHYSOn32W,,123340
"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",https://api.spotify.com/v1/artists/1HwM5zlC5qNWhJtM00yXzG,1HwM5zlC5qNWhJtM00yXzG,"[{'height': 1506, 'url': 'https://i.scdn.co/image/a164c44d2c4260d5c17df105601d0e9bb76f2ef2', 'width': 1000}, {'height': 964, 'url': 'https://i.scdn.co/image/8bf081adcfb9eb259fca3f0bd00b848153982d64', 'width': 640}, {'height': 301, 'url': 'https://i.scdn.co/image/0de7a35c79b610f914106504cce67a86a90cfd91', 'width': 200}, {'height': 96, 'url': 'https://i.scdn.co/image/465b9748893f4bcc766196e131c6977f8e41bad9', 'width': 64}]",DMX,75,artist,spotify:artist:1HwM5zlC5qNWhJtM00yXzG,https://open.spotify.com/artist/1HwM5zlC5qNWhJtM00yXzG,,2491438
"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",https://api.spotify.com/v1/artists/37ioGUZGhKk7VjWIocx8kM,37ioGUZGhKk7VjWIocx8kM,"[{'height': 640, 'url': 'https://i.scdn.co/image/395b10276218f6223dcf325c35406f68a74462be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b26ba3ed468b8989bb3a9b3b08afb0cc034226fa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ff4296b5578b1a5b0c1fe2c3d3b11ef64d6d61ff', 'width': 160}]",DTF,63,artist,spotify:artist:37ioGUZGhKk7VjWIocx8kM,https://open.spotify.com/artist/37ioGUZGhKk7VjWIocx8kM,,456643
"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",https://api.spotify.com/v1/artists/4sbXXFzEWJY2zsZjelerjX,4sbXXFzEWJY2zsZjelerjX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27303bb9e103697ae15187f16d8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0203bb9e103697ae15187f16d8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485103bb9e103697ae15187f16d8', 'width': 64}]",Dadju,77,artist,spotify:artist:4sbXXFzEWJY2zsZjelerjX,https://open.spotify.com/artist/4sbXXFzEWJY2zsZjelerjX,,3144680
"['algerian folk', 'belly dance', 'chaabi algerien', 'rai']",https://api.spotify.com/v1/artists/0WtlXlCzfp2mJyINCsf1tb,0WtlXlCzfp2mJyINCsf1tb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735ff3758d45947c5071c6a9d1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025ff3758d45947c5071c6a9d1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515ff3758d45947c5071c6a9d1', 'width': 64}]",Dahmane El Harrachi,38,artist,spotify:artist:0WtlXlCzfp2mJyINCsf1tb,https://open.spotify.com/artist/0WtlXlCzfp2mJyINCsf1tb,,62407
"['chanson', 'french pop']",https://api.spotify.com/v1/artists/04aQfpx1U1WQEJkrvGs4ig,04aQfpx1U1WQEJkrvGs4ig,"[{'height': 640, 'url': 'https://i.scdn.co/image/16726a2287a4a4997494db9cadde8a718912acc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/231a9aa47744c2af948dbefd9aa26ab9888841d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/eb3db11855aea93a6038bfc91d1fc58541554816', 'width': 160}]",Dalida,61,artist,spotify:artist:04aQfpx1U1WQEJkrvGs4ig,https://open.spotify.com/artist/04aQfpx1U1WQEJkrvGs4ig,,233161
"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap conscient']",https://api.spotify.com/v1/artists/2UwqpfQtNuhBwviIC0f2ie,2UwqpfQtNuhBwviIC0f2ie,"[{'height': 640, 'url': 'https://i.scdn.co/image/f5bdd6f2a2f70b8b10473adb9d587c743fde1565', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/58be633310aab51a3bf8a8eef6ae644577589ddc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a81124e13d99f19881c71d9a3b63ef52a771678a', 'width': 160}]",Damso,78,artist,spotify:artist:2UwqpfQtNuhBwviIC0f2ie,https://open.spotify.com/artist/2UwqpfQtNuhBwviIC0f2ie,,2815068
"['chanson', 'classic french pop', 'french pop', 'ye ye']",https://api.spotify.com/v1/artists/0lFr08kPxkwkXfsrHSmPvs,0lFr08kPxkwkXfsrHSmPvs,"[{'height': 1000, 'url': 'https://i.scdn.co/image/41673f8c07bbdbe80f052787b664b9b875fa3274', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/f4ceb2d5066a576dbd9dd6cea32040adc4dfed8c', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/1bca55d840f7c6f8473b267c9b53ee5cc5cf05f8', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/1b6df3c9a9dc5c9ee8419e4edecf92d3d29e77a2', 'width': 64}]",Daniel Guichard,44,artist,spotify:artist:0lFr08kPxkwkXfsrHSmPvs,https://open.spotify.com/artist/0lFr08kPxkwkXfsrHSmPvs,,77802
[],https://api.spotify.com/v1/artists/0NOaO0iFmr0KyFK97sWxnz,0NOaO0iFmr0KyFK97sWxnz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27301af3bd2be224689ce76ea64', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0201af3bd2be224689ce76ea64', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485101af3bd2be224689ce76ea64', 'width': 64}]",Daniel Prévost,3,artist,spotify:artist:0NOaO0iFmr0KyFK97sWxnz,https://open.spotify.com/artist/0NOaO0iFmr0KyFK97sWxnz,,556
"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino', 'tropical']",https://api.spotify.com/v1/artists/5H1nN1SzW0qNeUEZvuXjAj,5H1nN1SzW0qNeUEZvuXjAj,"[{'height': 640, 'url': 'https://i.scdn.co/image/567aea344110bf509b2b4da45dab68db5d199634', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/851817971d972a5625ccacb575a1898e963448a5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d4ec3642f153facc3c3f14b3a7277f4f88d83700', 'width': 160}]",Danny Ocean,79,artist,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,https://open.spotify.com/artist/5H1nN1SzW0qNeUEZvuXjAj,,2853028
"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais', 'rap inde']",https://api.spotify.com/v1/artists/2OTfhbxhBO1u1bAuCy6ouu,2OTfhbxhBO1u1bAuCy6ouu,"[{'height': 640, 'url': 'https://i.scdn.co/image/7fa70599aa0cbdfc32aa7f304fdce38ac4e1b229', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/729422346c4e8fe9eb5cd75be9d9f9654d8af558', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b5aef6fea3012443fa87c23ee9a4ab098a64c792', 'width': 160}]",Deen Burbigo,56,artist,spotify:artist:2OTfhbxhBO1u1bAuCy6ouu,https://open.spotify.com/artist/2OTfhbxhBO1u1bAuCy6ouu,,117718
['israeli pop'],https://api.spotify.com/v1/artists/3EOEK57CV77D4ovYVcmiyt,3EOEK57CV77D4ovYVcmiyt,"[{'height': 640, 'url': 'https://i.scdn.co/image/b52bfcc20db4cee936696f1c217e3f70dd7e0293', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6d761222253149d32a5ec6b2f48aba2927292198', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a22f14132dc4bc25dcba86e059f214bbd9dfc082', 'width': 160}]",Dennis Lloyd,74,artist,spotify:artist:3EOEK57CV77D4ovYVcmiyt,https://open.spotify.com/artist/3EOEK57CV77D4ovYVcmiyt,,530210
"['swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",https://api.spotify.com/v1/artists/3D0rwfKngK6Rr80niHDLP7,3D0rwfKngK6Rr80niHDLP7,"[{'height': 640, 'url': 'https://i.scdn.co/image/883e29d2c7b1ce3fdc7aee04a0ee0fb76fb75752', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d121130b6b465a7e40c92bc8e57f4c0691fc8f23', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7c809383a3779baeda8a06a721f230ab29eecc93', 'width': 160}]",Denz,48,artist,spotify:artist:3D0rwfKngK6Rr80niHDLP7,https://open.spotify.com/artist/3D0rwfKngK6Rr80niHDLP7,,30064
"['pop rap', 'rap', 'trap', 'viral trap']",https://api.spotify.com/v1/artists/7pFeBzX627ff0VnN6bxPR4,7pFeBzX627ff0VnN6bxPR4,"[{'height': 640, 'url': 'https://i.scdn.co/image/e285c8f623c9a7c18bb523f1415b007f132792d1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/37cd25a81e6346506417afa50327b6dd0cbbfdde', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d68260b81cd57f5d1b359a3545ef137788334d1c', 'width': 160}]",Desiigner,71,artist,spotify:artist:7pFeBzX627ff0VnN6bxPR4,https://open.spotify.com/artist/7pFeBzX627ff0VnN6bxPR4,,3150550
"['arab folk', 'arabic jazz', 'oud', 'world', 'world fusion']",https://api.spotify.com/v1/artists/5UefiThiZ352HWMOgZvOhx,5UefiThiZ352HWMOgZvOhx,"[{'height': 640, 'url': 'https://i.scdn.co/image/c8cc96b68fcf988441ed14bfec4246edb135a226', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7b431e24de2142a72c1fd68e55f4a0a21ad5c87b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e555b142e4f0e68bd1c4e4f7b39695707b2beed4', 'width': 160}]",Dhafer Youssef,44,artist,spotify:artist:5UefiThiZ352HWMOgZvOhx,https://open.spotify.com/artist/5UefiThiZ352HWMOgZvOhx,,73000
"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",https://api.spotify.com/v1/artists/6379rD5bSEwInazkKhZ9DM,6379rD5bSEwInazkKhZ9DM,"[{'height': 640, 'url': 'https://i.scdn.co/image/de507eb9d0c76126c8e906b8179055a07eb302f8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/69ecebb85db14585c6ebcccded9624b91fdc3db9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7207a760f147e75bb5724002443bf6dad9fc4c7e', 'width': 160}]",Diam's,60,artist,spotify:artist:6379rD5bSEwInazkKhZ9DM,https://open.spotify.com/artist/6379rD5bSEwInazkKhZ9DM,,405162
[],https://api.spotify.com/v1/artists/71VUe3HlEyivVpoIel6TpE,71VUe3HlEyivVpoIel6TpE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731a3375408e64b5954205dd8f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021a3375408e64b5954205dd8f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511a3375408e64b5954205dd8f', 'width': 64}]",Dieudonne,37,artist,spotify:artist:71VUe3HlEyivVpoIel6TpE,https://open.spotify.com/artist/71VUe3HlEyivVpoIel6TpE,,7035
"['french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/1QPdp5duV6lV4XINCzjwQ2,1QPdp5duV6lV4XINCzjwQ2,"[{'height': 640, 'url': 'https://i.scdn.co/image/1c23d6d8a1748dfc5dffe40cf94a732434dd40d4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b7a5509f5558bf5590fd3e09f2ba97aff14b33ab', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d3414a88732083ee479fef45d0be64987c061999', 'width': 160}]",Dinos,70,artist,spotify:artist:1QPdp5duV6lV4XINCzjwQ2,https://open.spotify.com/artist/1QPdp5duV6lV4XINCzjwQ2,,252331
"['french hip hop', 'pop urbaine', 'rap calme', 'rap conscient', 'rap inde']",https://api.spotify.com/v1/artists/7rz6ZZErn5YFDteXKhyf3g,7rz6ZZErn5YFDteXKhyf3g,"[{'height': 640, 'url': 'https://i.scdn.co/image/bb0d6797c11bcc0eaf4e646eded8a78242a0818e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/24e7195af890b4d9fc86d4d7c09d8ba8e58b3f8c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c9bff513e0c19e2f38ea49ed689695907ea2a8c5', 'width': 160}]",Disiz La Peste,56,artist,spotify:artist:7rz6ZZErn5YFDteXKhyf3g,https://open.spotify.com/artist/7rz6ZZErn5YFDteXKhyf3g,,189205
[],https://api.spotify.com/v1/artists/4TzGXYapOTdKzDmfGr2i4Q,4TzGXYapOTdKzDmfGr2i4Q,"[{'height': 640, 'url': 'https://i.scdn.co/image/733a06f39a3610aee953f52e9e32e35f989507e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/fd819eef49a50a3129cec5489beccd11ae1d5ebc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/499a17fed8d06dc9544154b4b0aebef28e24ae34', 'width': 160}]",Dj Medi,24,artist,spotify:artist:4TzGXYapOTdKzDmfGr2i4Q,https://open.spotify.com/artist/4TzGXYapOTdKzDmfGr2i4Q,,1082
"['deep rai', 'rai', 'rif']",https://api.spotify.com/v1/artists/7dhDLHILqhHlgn0hPn8rOZ,7dhDLHILqhHlgn0hPn8rOZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/97ce5163ace24bfded2a4b0825bd42c8064a45e6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a1612cf6a5fcbe56198c1003cffcac4e851c9c99', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1ca547270e594b537e56b9b9fbb285436ad12616', 'width': 160}]",Dj Youcef,44,artist,spotify:artist:7dhDLHILqhHlgn0hPn8rOZ,https://open.spotify.com/artist/7dhDLHILqhHlgn0hPn8rOZ,,18337
"['afropop', 'griot', 'malian blues', 'mande pop', 'musique mandingue', 'world']",https://api.spotify.com/v1/artists/1Zf65zxo2IQ1OyOIlODwZh,1Zf65zxo2IQ1OyOIlODwZh,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da465d998a4cb3cd92332230', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da465d998a4cb3cd92332230', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da465d998a4cb3cd92332230', 'width': 64}]",Djelimady Tounkara,27,artist,spotify:artist:1Zf65zxo2IQ1OyOIlODwZh,https://open.spotify.com/artist/1Zf65zxo2IQ1OyOIlODwZh,,4167
"['gnawa', 'reggae maghreb']",https://api.spotify.com/v1/artists/1WQVYbL5egfD6ZsjMngxHt,1WQVYbL5egfD6ZsjMngxHt,"[{'height': 640, 'url': 'https://i.scdn.co/image/c27dc731688ab4aa6da41a98a2d738eb84f65939', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/09530b7324f5106df8921f30659749658a9e126c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/be15dac625bd9ecfd1fceea7a71ff9cf2ae40df4', 'width': 160}]",Djmawi Africa,19,artist,spotify:artist:1WQVYbL5egfD6ZsjMngxHt,https://open.spotify.com/artist/1WQVYbL5egfD6ZsjMngxHt,,8540
"['french hip hop', 'french reggae', 'musique guadeloupe', 'old school rap francais', 'rap conscient']",https://api.spotify.com/v1/artists/4GX9CqwqWtb76wuXwbXR6b,4GX9CqwqWtb76wuXwbXR6b,"[{'height': 640, 'url': 'https://i.scdn.co/image/61fb07674efc7d7783f2c27794c6acb2b629a333', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b11f1f7ca97816ae16f87211ba61ca6ef3218274', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/81841d90df623e3f9ff274f9bc85b0d12afee2e0', 'width': 160}]",Doc Gynéco,49,artist,spotify:artist:4GX9CqwqWtb76wuXwbXR6b,https://open.spotify.com/artist/4GX9CqwqWtb76wuXwbXR6b,,108064
"['deep euro house', 'electronica', 'german techno', 'microhouse', 'minimal techno', 'tech house']",https://api.spotify.com/v1/artists/44zcDDVZOY0ck7KECNUPK1,44zcDDVZOY0ck7KECNUPK1,"[{'height': 640, 'url': 'https://i.scdn.co/image/6999bbc6259c5951b5f57b569f626d8fdc0100ba', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8a237af329accd2e5197f1a5fe1e82542194654e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/038bd20fd4481fa162ae284531eed7255d099860', 'width': 160}]",Dominik Eulberg,49,artist,spotify:artist:44zcDDVZOY0ck7KECNUPK1,https://open.spotify.com/artist/44zcDDVZOY0ck7KECNUPK1,,107088
"['arabic hip hop', 'moroccan pop', 'rai', 'rap maroc']",https://api.spotify.com/v1/artists/4h4gnapBHEWZMVzjeZ2Ywl,4h4gnapBHEWZMVzjeZ2Ywl,"[{'height': 640, 'url': 'https://i.scdn.co/image/b4b7a5361230a91608efb4f76c8ad7a44aa7f605', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/96cd1a630615810dd2c77abadb9c0bcd35cb6db2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7ef992b4f1da54a79da81174dea29bebe869e706', 'width': 160}]",Don Bigg,50,artist,spotify:artist:4h4gnapBHEWZMVzjeZ2Ywl,https://open.spotify.com/artist/4h4gnapBHEWZMVzjeZ2Ywl,,201268
"['trap latino', 'urbano espanol']",https://api.spotify.com/v1/artists/6vPXtLmNd3mW0dd1Rb9eQ9,6vPXtLmNd3mW0dd1Rb9eQ9,"[{'height': 640, 'url': 'https://i.scdn.co/image/1ffb579b5749d7398e09ed9124c88f40cfdfb7cf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b6c1a9e5e74d277b3a30e9b3e52719c126e50f10', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c297563a6d0b51f5f83ccfa0e24b93d60319ff58', 'width': 160}]",Don Patricio,67,artist,spotify:artist:6vPXtLmNd3mW0dd1Rb9eQ9,https://open.spotify.com/artist/6vPXtLmNd3mW0dd1Rb9eQ9,,479979
"['rap', 'trap']",https://api.spotify.com/v1/artists/4Gso3d4CscCijv0lmajZWs,4Gso3d4CscCijv0lmajZWs,"[{'height': 640, 'url': 'https://i.scdn.co/image/86fa93dd0465e29e3e06ba92fad64fb50061b6c3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0d21c198758db8dae0542b5e198084783ae783b4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b097d07d200cffd088136e5007fc2b4724e92165', 'width': 160}]",Don Toliver,86,artist,spotify:artist:4Gso3d4CscCijv0lmajZWs,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs,,1351293
[],https://api.spotify.com/v1/artists/6rKcmapN61mHXaimDeBU3J,6rKcmapN61mHXaimDeBU3J,[],Dorothy Gow,0,artist,spotify:artist:6rKcmapN61mHXaimDeBU3J,https://open.spotify.com/artist/6rKcmapN61mHXaimDeBU3J,,21
"['moroccan pop', 'rai', 'rif']",https://api.spotify.com/v1/artists/2elOTj4JyFOFPiZOcn4RNG,2elOTj4JyFOFPiZOcn4RNG,"[{'height': 640, 'url': 'https://i.scdn.co/image/f29a52c4d2ff2d070b0b361d75b1cb1307e414be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b55fd1d3450a2662178ebfe16ab1d711b9f26d5b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c094757979e23aee8823525e9be7d74aeb34efbd', 'width': 160}]",Douzi,48,artist,spotify:artist:2elOTj4JyFOFPiZOcn4RNG,https://open.spotify.com/artist/2elOTj4JyFOFPiZOcn4RNG,,550194
"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",https://api.spotify.com/v1/artists/6DPYiyq5kWVQS4RGwxzPC7,6DPYiyq5kWVQS4RGwxzPC7,"[{'height': 1005, 'url': 'https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb', 'width': 1000}, {'height': 643, 'url': 'https://i.scdn.co/image/170254ebdd747f4e7045df1cae8f11a42dc1a547', 'width': 640}, {'height': 201, 'url': 'https://i.scdn.co/image/dd4a7102c5e1897bab2b1fa4bbc086fbe2fc87dc', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/85ebf2f6c52139b3384b596063678b47ab0fcb95', 'width': 64}]",Dr. Dre,83,artist,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,,5529691
"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4,3TVXtAsR1Inumwj472S9r4,"[{'height': 640, 'url': 'https://i.scdn.co/image/60cfab40c6bb160a1906be45276829d430058005', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/5ea794cf832550943d5f8122afcf5f23ee9d85b7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8eaace74aaca82eaccde400bbcab2653b9cf86e1', 'width': 160}]",Drake,99,artist,spotify:artist:3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,53969072
[],https://api.spotify.com/v1/artists/2Yj09evuKhXESe9ZOqnYGZ,2Yj09evuKhXESe9ZOqnYGZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273eb972616f83234f2b6a33643', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02eb972616f83234f2b6a33643', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851eb972616f83234f2b6a33643', 'width': 64}]",Drew Schnurr,0,artist,spotify:artist:2Yj09evuKhXESe9ZOqnYGZ,https://open.spotify.com/artist/2Yj09evuKhXESe9ZOqnYGZ,,27
['rap maroc'],https://api.spotify.com/v1/artists/3Ygncis5SCdY1uk31LZam6,3Ygncis5SCdY1uk31LZam6,"[{'height': 640, 'url': 'https://i.scdn.co/image/c210153fe05805d75f7dccfc5857148f1457d2cb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f3762d24338c34928bc33cbd2392dbf6a0f60eb7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/97826009b9781da9a7a88b90408f17b59af9439e', 'width': 160}]",Dub Afrika,38,artist,spotify:artist:3Ygncis5SCdY1uk31LZam6,https://open.spotify.com/artist/3Ygncis5SCdY1uk31LZam6,,2263
"['minimal techno', 'tech house']",https://api.spotify.com/v1/artists/6JGLndnzrQrIFkd8NFha3C,6JGLndnzrQrIFkd8NFha3C,"[{'height': 370, 'url': 'https://i.scdn.co/image/1aa7874a99d5c712ec9e22b145c8446963186060', 'width': 258}, {'height': 287, 'url': 'https://i.scdn.co/image/bc735c9e2b035904eccb27415cc1ae4ab276d67c', 'width': 200}, {'height': 92, 'url': 'https://i.scdn.co/image/cbd2d138fd156d66dcbabc756fba8ff9ebd20bea', 'width': 64}]",Dusty Kid,49,artist,spotify:artist:6JGLndnzrQrIFkd8NFha3C,https://open.spotify.com/artist/6JGLndnzrQrIFkd8NFha3C,,64074
